ticket_id,enteredDate,lastModified,closedDate,status,contactMethod,category,description,department,location,city,state,zip,latitude,longitude
156410,"2016-10-06 10:49:24","2019-01-10 08:51:31","2017-01-31 09:43:31",closed,Other,"Blocked Sidewalk","Sidewalk blocked by brush blocking access to crossing street at ramp.  Entire west side of street has been unmaintained all of 2016",,"600–628 S Basswood Dr",Bloomington,IN,,39.15570449829102,-86.57228088378906
156430,"2016-10-07 10:04:41","2016-10-13 16:40:14","2016-10-13 16:40:13",closed,Other,"Blocked Sidewalk","Tenants are leaving large trash containers on the sidewalk, blocking pedestrian traffic.",HAND,"805 N Lincoln ST",Bloomington,IN,47408,39.17404937744141,-86.53124237060547
156445,"2016-10-08 13:15:39","2016-10-19 10:04:53","2016-10-19 10:04:53",closed,Other,"Blocked Sidewalk","Dangerous!!  On Atwater east of Henderson.","Street Department",,Bloomington,IN,,,
156446,"2016-10-08 13:20:08","2016-10-20 12:49:18","2016-10-20 12:49:18",closed,Other,"Blocked Sidewalk","Fess below Hunter.","Street Department",,Bloomington,IN,,,
156508,"2016-10-11 16:59:06","2016-11-15 10:54:17","2016-11-15 10:54:17",closed,Other,"Blocked Sidewalk","Sidewalk is blocked by limestone blocks.  Potential tripping hazard.","Planning and Transportation","1427 South Washington Street",Bloomington,IN,,39.15071105957031,-86.53247070312500
156552,"2016-10-13 10:39:13","2016-10-20 09:00:07","2016-10-20 09:00:07",closed,Other,"Blocked Sidewalk","not as much junk, but still blocking sidewalk, and who wants to buy this ""yard sale"" stuff that's left out in all weather","Planning and Transportation",,Bloomington,IN,,39.13902664184570,-86.54579162597656
156553,"2016-10-13 10:39:28","2016-10-20 08:59:46","2016-10-20 08:59:46",closed,Other,"Blocked Sidewalk","not as much junk, but still blocking sidewalk, and who wants to buy this ""yard sale"" stuff that's left out in all weather","Planning and Transportation",,Bloomington,IN,,39.13902664184570,-86.54579162597656
156554,"2016-10-13 10:40:52","2016-10-20 08:59:31","2016-10-20 08:59:31",closed,Other,"Blocked Sidewalk","not as much junk, but still blocking sidewalk, and who wants to buy this ""yard sale"" stuff that's left out in all weather","Planning and Transportation",,Bloomington,IN,,39.13908767700195,-86.54590606689453
156754,"2016-10-25 10:53:47","2017-01-23 11:50:31","2017-01-23 11:50:31",closed,Other,"Blocked Sidewalk","Sidewalk E of Skyline Dr on N Kinser Pk is overgrown (photo) and one section is sunken down over storm drain running across Kinser further East of the photo. This makes safely navigating this sidewalk in my power wheel very difficult.","Street Department",,Bloomington,IN,,,
156837,"2016-10-31 16:11:40","2016-11-04 13:14:27","2016-11-04 13:14:27",closed,Other,"Blocked Sidewalk","I tried and  tried to get the ""location"" to 2238 S Sweetbriar circle, but it kept saying 2227, not 2238.  Anyway, the locust trees in the tree plot in front of my house have limbs growing toward the ground.  I have to practically get on my knees when mowing to get under one of them.  Many of the trees in this addition have limbs very low to the ground, sidewalks, streets, or peoples' yards and need some trimming.","Planning and Transportation","2227 S Sweetbriar CIR",Bloomington,IN,47401,39.14107513427734,-86.52618408203125
156883,"2016-11-01 16:08:45","2016-11-02 09:22:06","2016-11-02 09:22:06",closed,Other,"Blocked Sidewalk","Construction on East side of Morton walk-around has no provision for wheelchairs forcing me to roll in the motorway risking collision with passing/overtaking motorists.","Planning and Transportation",,Bloomington,IN,,,
156884,"2016-11-01 16:43:35","2019-01-10 08:51:31","2017-01-31 09:43:01",closed,Other,"Blocked Sidewalk","Sidewalk in front of 2621 N Kinser Pk is overgrown with ground cover and is covered in dead pine needles forcing power chair operation close to curb of motorway. Very unsafe.",,,Bloomington,IN,,,
156885,"2016-11-01 16:48:02","2019-01-10 08:51:31","2017-01-19 14:28:10",closed,Other,"Blocked Sidewalk","Gravel driveway at 2721 N Kinser Pike covering sidewalk make for difficult going in my power chair.",,,Bloomington,IN,,,
157065,"2016-11-14 11:35:12","2017-01-11 06:46:19","2017-01-11 06:46:19",closed,Other,"Blocked Sidewalk","Abandoned construction signs in sidewalk near 17th&monroe&arlington roundabout","Planning and Transportation","1136 W 17th ST",Bloomington,IN,47404,39.17913436889648,-86.54745483398438
157265,"2016-11-25 17:51:03","2017-10-06 14:25:08","2017-10-06 14:25:08",closed,Other,"Blocked Sidewalk","large tree limb fallen on sidewalk and street","Street Department","317-319 South Jordan Avenue",Bloomington,IN,,39.16373825073242,-86.51638793945312
157308,"2016-12-02 09:18:24","2016-12-05 15:51:41","2016-12-05 15:51:41",closed,Other,"Blocked Sidewalk","There was a private tree cutting crew redirecting traffic until after 9:0 last night, and they left this massive tree blocking the sidewalk. It is making it unsafe for kids to walk to Harmony School.","Planning and Transportation","903 E 2nd ST",Bloomington,IN,47401,39.16114807128906,-86.52233886718750
157386,"2016-12-09 12:36:00","2019-07-02 09:50:15","2017-01-19 14:17:41",closed,Other,"Blocked Sidewalk","partially felled tree (and unchecked planting) is taking up half the sidewalk in front of 620 S. Park Ave",,,Bloomington,IN,,,
157748,"2017-01-17 10:08:58","2017-01-25 07:17:56","2017-01-25 07:17:56",closed,Other,"Blocked Sidewalk","Sidewalk impassible in front of old water treatment plant on S Walnut across from Royal (west side of street.","Street Department","300 W Gordon PIKE",Bloomington,IN,47403,39.12762451171875,-86.53146362304688
157785,"2017-01-19 09:51:09","2017-01-19 10:24:42","2017-01-19 10:24:42",closed,Other,"Blocked Sidewalk","A tree has fallen over a fence and is blocking the sidewalk. Sare Road close to Cathcart Street.","Street Department","2672-2676 E Cathcart St",Bloomington,IN,,39.14847946166992,-86.49937438964844
157807,"2017-01-20 12:09:50","2017-01-24 12:53:06","2017-01-24 12:53:06",closed,Other,"Blocked Sidewalk","Large garbage containers regularly stored on sidewalk 24/7, blocking pedestrian traffic.",HAND,"805 N Lincoln ST",Bloomington,IN,47408,39.17401885986328,-86.53127288818360
157970,"2017-02-01 12:05:32","2017-02-01 12:28:21","2017-02-01 12:28:21",closed,Other,"Blocked Sidewalk","Corner of 11th and Maple someone is running a auto parts business out of an apartment. Name is written on the doors and window. Sidewalk has had engines on it all week blocking the entire sidewalk.","Planning and Transportation","800 W 11th ST",Bloomington,IN,47404,39.17330932617188,-86.54225158691406
157977,"2017-02-02 10:25:15","2017-02-07 16:56:41","2017-02-07 16:56:41",closed,Other,"Blocked Sidewalk","Large trash container full of garbage has been sitting on the sidewalk for two weeks, blocking pedestrian traffic.",HAND,"803 N Lincoln ST",Bloomington,IN,47408,39.17380142211914,-86.53122711181640
158051,"2017-02-08 09:59:25","2017-03-30 14:14:22","2017-03-30 14:14:22",closed,Other,"Blocked Sidewalk","Cars are always on the sidewalk here. The blue one has space to pull forward but the rest have to park on the sidewalk because Hoosier workwear has concrete blocks forcing cars onto sidewalk. One must walk in the street to get around. I've reported this at least three times before and nothing has ever been done.","Planning and Transportation","201–299 S Rogers St",Bloomington,IN,,39.16498565673828,-86.53861236572266
158119,"2017-02-14 15:04:38","2017-05-04 10:28:38","2017-05-04 10:28:38",closed,Other,"Blocked Sidewalk","Can someone do something about the sidewalk parking at rogers and 4th/3rd?","Planning and Transportation","201–299 S Rogers St",Bloomington,IN,,39.16503143310547,-86.53868103027344
158186,"2017-02-20 12:04:40","2017-03-30 14:11:34","2017-03-30 14:11:34",closed,Other,"Blocked Sidewalk","717 N Grant. Rock has fallen from wall blocking sidewalk. Also, a moderate amount of trash in the yard. Thank you.","Planning and Transportation","700–798 N Grant St",Bloomington,IN,,39.17319488525391,-86.52973937988281
158199,"2017-02-21 13:11:07","2017-03-28 13:36:59","2017-03-28 13:36:59",closed,,"Blocked Sidewalk","Old boarding house at 624 S Fess uses its backyard on University for parking. Because there are no tire stops motorists often encroach on the sidewalk when they park their cars.","Planning and Transportation","624 S Fess AVE",Bloomington,IN,47401,39.16047668457031,-86.52619171142578
158352,"2017-03-06 08:35:53","2017-03-06 12:49:50","2017-03-06 12:49:50",closed,Other,"Blocked Sidewalk","Car partially on sidewalk at 223 S Maple","Parking Enforcement",,Bloomington,IN,,,
158602,"2017-03-31 14:33:15","2017-04-03 08:21:42","2017-04-03 08:21:42",closed,Other,"Blocked Sidewalk","Car has been parked for days blocking sidewalk.","Parking Enforcement","1771 S Henderson ST",Bloomington,IN,47401,39.14815139770508,-86.52684783935547
158654,"2017-04-05 12:44:07","2017-04-11 14:10:54","2017-04-11 14:10:54",closed,Other,"Blocked Sidewalk","Sign abandoned after cbu construction acouple weeks ago at 11th & college is blocking sidewalk on south side of 11th just west of college","Planning and Transportation","267 W 11th ST",Bloomington,IN,47404,39.17323684692383,-86.53502655029297
158721,"2017-04-12 12:29:56","2017-04-18 08:28:26","2017-04-18 08:28:25",closed,Other,"Blocked Sidewalk","The old Bloomington bagel co building has a construction site that has been blocking the sidewalk for weeks...i beams, concrete trucks, saw horses in front of the entrance of 420.  Not even trying to keep it open.","Planning and Transportation","151-199 North Dunn Street",Bloomington,IN,,39.16720581054688,-86.52828979492188
158745,"2017-04-13 10:32:52","2019-01-10 08:51:31","2017-04-18 11:16:58",closed,Other,"Blocked Sidewalk","There is always a lot of gravel here. That's not good for bicycles. Can it be removed? Btw, the last time I asked INDOT about cleaning up gravel on the 45/46 multi-use path, they said I should ask the city.",,"Indiana University Bloomington",Bloomington,IN,,39.18607330322266,-86.52098846435547
158753,"2017-04-13 17:56:46","2019-01-10 08:51:31","2017-04-18 11:16:11",closed,Other,"Blocked Sidewalk","Another instance like case #158745.",,"611 E Matlock RD",Bloomington,IN,47408,39.18642044067383,-86.52693176269531
158760,"2017-04-14 17:40:11","2017-04-18 08:29:00","2017-04-18 08:28:59",closed,Other,"Blocked Sidewalk","This vehicle is frequently parked on the sidewalk.","Parking Enforcement","3629–3675 E Grandview Dr",Bloomington,IN,,39.16893386840820,-86.48230743408203
158827,"2017-04-19 16:53:51","2019-01-10 08:51:31","2017-10-11 11:35:39",closed,Other,"Blocked Sidewalk","tree branches and planting are covering/impacting over half of the sidewalk in front of 620 S. Park Avenue. It's been a problem for over four months. There was a big dead dangling tree branch (which has been removed) but the rest of the tree and the ground cover has taken over the sidewalk.",,,Bloomington,IN,,,
158934,"2017-04-28 11:22:22","2019-01-10 08:51:31","2017-10-11 11:35:13",closed,Other,"Blocked Sidewalk","This property has trees/shrubbery taking over up to 75% of the sidewalk. Yesterday I watched an elderly woman try to navigate past it and it was very difficult for her.",,"114-198 East 1st Street",Bloomington,IN,,39.15932846069336,-86.53252410888672
159113,"2017-05-15 16:47:14","2017-05-17 06:11:04","2017-05-17 06:11:04",closed,Other,"Blocked Sidewalk","I live in Canterbury house apartments and use the Bloomington Transit to get around. My daughter (26) and myself are both disabled and have mobility limitations. I would assume that it was from last Wednesday's storms, but there is a large tree branch blocking the sidewalk along basswood between the entrance to Canterbury House Apartments and the bus stop at Forest Ridge Apartments. We had a doctor's appointment this morning and had to be at the bus stop by 7:20AM and was surprised to see such a mess blocking the sidewalk. Since my daughter would be unable step off the sidewalk with her rollater walker to avoid the section that the tree branch covers it meant we had to walk from Canterbury House Apartments entrance to the entrance to Forest Ridge on the road. This was very unsettling for both her and I because we both know how bad cars fly around the corner and how fast they speed through this section. We came in from the bus at 2:25pm today and the tree branch was still there so we took a photo to show.","Street Department","540 S Basswood DR",Bloomington,IN,47403,39.15814208984375,-86.57086181640625
159159,"2017-05-19 18:20:29","2017-05-22 11:32:16","2017-05-22 11:32:16",closed,Other,"Blocked Sidewalk","This large tree (picture attached) fell on the Jackson Creek
paved trail (located south of Creeks Edge Dr) some 
three weeks ago.  I'm not sure whether this tree's
removal is the responsibility of the city?  Thank you
for your kind assistance!","Parks and Recreation","Creeks Edge Path",Bloomington,IN,,39.12844085693359,-86.49816131591797
159162,"2017-05-21 20:58:32","2019-01-10 08:51:31","2017-10-11 11:34:50",closed,Other,"Blocked Sidewalk","Vegetation obstructing sidewalk",,"816 E University ST",Bloomington,IN,47401,39.16032409667969,-86.52330017089844
159171,"2017-05-22 17:37:13","2019-01-10 08:51:31","2017-10-11 11:40:25",closed,Other,"Blocked Sidewalk","Vegetation by driveway obstructs sidewalk",,"109 E 1st ST",Bloomington,IN,47401,39.15939712524414,-86.53308105468750
159172,"2017-05-22 17:39:02","2019-01-10 08:51:31","2017-10-11 11:39:56",closed,Other,"Blocked Sidewalk","Vegetation near driveway obstructed sidewalk",,"114 E 1st ST",Bloomington,IN,47401,39.15930175781250,-86.53260803222656
159203,"2017-05-25 07:09:10","2019-01-10 08:51:31","2017-10-11 11:39:22",closed,Other,"Blocked Sidewalk","Branches hanging over sidewalk.",,"1523–1535 S Sare Rd",Bloomington,IN,,39.15028762817383,-86.49826812744140
159219,"2017-05-26 12:02:42","2019-01-10 08:51:31","2017-06-01 13:15:45",closed,Other,"Blocked Sidewalk","They're blocking the sidewalk detour on the west side of Dunn at the bbc construction site again.",,"111 N Dunn ST",Bloomington,IN,47408,39.16690063476562,-86.52828216552734
159230,"2017-05-26 20:48:14","2017-05-30 13:31:42","2017-05-30 13:31:42",closed,Other,"Blocked Sidewalk","Overhanging branch and downed branch block sidewalk","Street Department","South Weatherstone Lane",Bloomington,IN,,39.15412139892578,-86.52153015136719
159233,"2017-05-28 11:06:33","2019-01-10 08:51:31","2017-10-11 11:38:54",closed,Other,"Blocked Sidewalk","Tree branches overhanging sidewalk (~3' clearance) along North Smith at Yorktown Apartments.",,"215 N Smith Rd",Bloomington,IN,,39.16681671142578,-86.48135375976562
159414,"2017-05-31 11:24:09","2019-01-10 08:51:31","2017-06-01 13:12:57",closed,Other,"Blocked Sidewalk","Bbc building construction is still blocking west sidewalk on dunn w multiple pieces of heavy equipment and vans",,"151-199 North Dunn Street",Bloomington,IN,,39.16728973388672,-86.52827453613281
159459,"2017-06-02 11:16:43","2017-10-11 10:45:21","2017-10-11 10:45:20",closed,Other,"Blocked Sidewalk","Thursday, the bbc construction site was not blocking the west sidewalk on dunn for the first time in weeks. Friday, they are blocking it again","Planning and Transportation","111 N Dunn ST",Bloomington,IN,47408,39.16688919067383,-86.52828216552734
159460,"2017-06-02 13:07:55","2017-08-28 13:42:19","2017-08-28 13:42:19",closed,Other,"Blocked Sidewalk","Sidewalk closed for construction with no alternative. mutcd 6d-1 ""pedestrians should be provided with safe, convenient travel path that replicates as nearly as possible the most desirable characteristics of sidewalks"".  On college, the most desirable characteristic is not crossing college!!!!!  This is the context where a quality detour is *more* important than in more walkable settings, but staff has mistakenly determined the exact opposite.","Planning and Transportation","201-249 West 8th Street",Bloomington,IN,,39.16947174072266,-86.53489685058594
159474,"2017-06-04 17:43:08","2019-01-10 08:51:31","2017-10-11 11:38:23",closed,Other,"Blocked Sidewalk","Between 808 and apartment building. Vegetation obstructing sidewalk",,"808 S Stull AVE",Bloomington,IN,47401,39.15863800048828,-86.52491760253906
159524,"2017-06-06 14:47:12","2019-01-10 08:51:31","2017-10-11 11:34:18",closed,Other,"Blocked Sidewalk","Crabapple tree branches have grown over and down onto the sidewalk in front of the home at 1700 E. Camby Lane. Residents are unable to walk on the sidewalk beneath / next to the tree, and must move into the roadway.",,"1700 E Camby LN",Bloomington,IN,47401,39.13552093505859,-86.51186370849610
159526,"2017-06-06 14:54:16","2017-06-06 15:12:19","2017-06-06 15:12:18",closed,Other,"Blocked Sidewalk","Large shrubs along the Abby Lane side of the 1700 E. Camby Lane property are growing out into the sidewalk area. These impede the line of sight for cars exiting Camby onto Abby (right or left) and also force walkers to move into the street when walking on the east side of Abby Lane. The shrubs are so large that if walkers squeeze in to walk next to them on the sidewalk, it's uncomfortable to do so because they could easily conceal humans or wild animals and are therefore intimidating, especially during evenings and nights.","Planning and Transportation","3101-3199 South Abby Lane",Bloomington,IN,,39.13544845581055,-86.51198577880860
159527,"2017-06-06 14:55:18","2017-06-06 15:13:03","2017-06-06 15:13:02",closed,Other,"Blocked Sidewalk","Large shrubs along the Abby Lane side of the 1700 E. Camby Lane property are growing out into the sidewalk area. These impede the line of sight for cars exiting Camby onto Abby (right or left) and also force walkers to move into the street when walking on the east side of Abby Lane. The shrubs are so large that if walkers squeeze in to walk next to them on the sidewalk, it's uncomfortable to do so because they could easily conceal humans or wild animals and are therefore intimidating, especially during evenings and nights.","Planning and Transportation","3101-3199 South Abby Lane",Bloomington,IN,,39.13544845581055,-86.51198577880860
159596,"2017-06-09 19:54:39","2017-07-12 08:55:01","2017-07-12 08:55:01",closed,Other,"Blocked Sidewalk","Vegetation obstructing sidewalk near driveway","Planning and Transportation","813-815 East University Street",Bloomington,IN,,39.16051483154297,-86.52326965332031
159600,"2017-06-10 13:32:16","2017-07-06 16:33:28","2017-07-06 16:33:28",closed,Other,"Blocked Sidewalk","Overgrowth of vegetation prevents use of the sidewalk.","Planning and Transportation","1741 S Park AVE",Bloomington,IN,47401,39.14764022827148,-86.52426910400390
159618,"2017-06-12 12:41:33","2017-10-11 10:48:19","2017-10-11 10:48:19",closed,Other,"Blocked Sidewalk","Lo, a giant forklift is still/again parked in sidewalk detour at bbc site","Planning and Transportation","111 N Dunn ST",Bloomington,IN,47408,39.16687393188477,-86.52831268310547
159634,"2017-06-12 14:32:58","2017-06-19 14:29:25","2017-06-19 14:29:24",closed,Other,"Blocked Sidewalk","City van completely blocking sidewalk","Police Department","513 W 4th St",Bloomington,IN,,39.16559600830078,-86.53900909423828
159719,"2017-06-17 22:09:39","2017-07-06 16:44:18","2017-07-06 16:44:18",closed,Other,"Blocked Sidewalk","tree over sidewalk","Planning and Transportation","2405-2553 East Rogers Road",Bloomington,IN,,39.13600921630859,-86.49968719482422
159740,"2017-06-19 10:52:52","2019-01-10 08:51:31","2017-10-11 11:32:11",closed,Other,"Blocked Sidewalk","Overgrown bush in front of 408 S. High makes sidewalk unusable.",,,Bloomington,IN,,,
159747,"2017-06-19 16:46:55","2017-06-21 14:07:21","2017-06-21 14:07:21",closed,Other,"Blocked Sidewalk","This multi-use path has trees blocking it.  I reported this last year on 6/23/2016 to Parks & Rec and I kept getting referred to different departments with the final message on 12/6/2016 saying it was up to the street department.  Even so, this path is still blocked.  I hope you are the correct department and can help this time.","Street Department","1099-1469 East Winslow Road",Bloomington,IN,,39.13613510131836,-86.51447296142578
159785,"2017-06-20 12:17:36","2017-06-20 13:40:48","2017-06-20 13:40:48",closed,Other,"Blocked Sidewalk","East Kirkwood Avenue looks like a shanty town!  Homeless are blocking the street, sleeping on the sidewalk, hanging clothes from fences and putting up tents!","Police Department",,Bloomington,IN,,,
159860,"2017-06-26 13:25:19","2019-01-10 08:51:31","2017-10-11 11:31:08",closed,Other,"Blocked Sidewalk","Vegetation blocks sidewalk",,"606 S Park AVE",Bloomington,IN,47401,39.16110610961914,-86.52401733398438
159940,"2017-06-29 18:24:32","2017-08-14 08:30:07","2017-08-14 08:30:07",closed,Other,"Blocked Sidewalk","Dumpster obstructs sidewalk","Planning and Transportation","400-404 South Fess Avenue",Bloomington,IN,,39.16286849975586,-86.52594757080078
159981,"2017-07-04 10:48:58","2019-01-10 08:51:31","2017-10-11 11:28:52",closed,Other,"Blocked Sidewalk","Bush over sidewalk",,"1386–1450 S College Mall Rd",Bloomington,IN,,39.15140914916992,-86.49771881103516
160006,"2017-07-05 22:07:55","2019-01-10 08:51:31","2017-10-11 11:28:20",closed,Other,"Blocked Sidewalk","The sidewalk on the west side of the street along Basswood Drive has multiple low hanging trees and bushes blocking the path from being used. It is particularly bad between the two Forest Ridge complexes, and can get bad on the east side of the street as well. Thank you.",,"868 S Basswood DR",Bloomington,IN,47403,39.15666961669922,-86.57119750976562
160039,"2017-07-07 17:38:20","2019-01-10 08:51:31","2017-10-10 11:54:10",closed,Other,"Blocked Sidewalk","Tree limbs hanging low, blocking sidewalk.",,"410-424 South Jordan Avenue",Bloomington,IN,,39.16249084472656,-86.51639556884766
160040,"2017-07-07 18:05:47","2017-07-13 15:33:19","2017-07-13 15:33:18",closed,Other,"Blocked Sidewalk","Hobo setting off fireworks. Drinking beer. Blocking sidewalk. 6th walnut.","Police Department","200 N Walnut ST",Bloomington,IN,47408,39.16764450073242,-86.53346252441406
160068,"2017-07-10 17:58:46","2018-05-11 15:59:15","2018-05-11 15:59:15",closed,Other,"Blocked Sidewalk","Bamboo has overgrown sidewalk at 1000 Wednesday 6th St.","Planning and Transportation",,Bloomington,IN,,,
160094,"2017-07-12 10:58:25","2017-08-22 11:30:35","2017-08-22 11:30:35",closed,Other,"Blocked Sidewalk","Large city tree branch down on sidewalk and yard and rotted.","Parks and Recreation","2810 E David DR",Bloomington,IN,47401,39.13824844360352,-86.49580383300781
160145,"2017-07-17 19:43:58","2019-01-10 08:51:31","2017-07-19 15:12:39",closed,Other,"Blocked Sidewalk","It is getting increasingly difficult to pass here. I've seen runners step into the street to get around it. Cyclists have to stop.",,"1452–1498 S College Mall Rd",Bloomington,IN,,39.15072250366211,-86.49835205078125
160186,"2017-07-19 20:05:07","2017-10-11 12:15:51",,open,Other,"Blocked Sidewalk","Vegetation blocks north side sidewalk on 8th between College and Walnut.","Planning and Transportation","100-198 West 8th Street",Bloomington,IN,,39.16954421997070,-86.53397369384766
160200,"2017-07-20 20:53:15","2019-01-10 08:51:31","2017-10-11 11:37:07",closed,Other,"Blocked Sidewalk","Sidewalk obstruction at corner due to weeds. Also lawn has high Weeds",,"918-998 East 1st Street",Bloomington,IN,,39.15930175781250,-86.52273559570312
160201,"2017-07-20 21:15:50","2017-10-11 12:15:22",,open,Other,"Blocked Sidewalk","Vegetation blocks sidewalk","Planning and Transportation","900-902 South Lincoln Street",Bloomington,IN,,39.15632247924805,-86.53138732910156
160202,"2017-07-20 21:17:39","2017-10-11 12:14:53",,open,Other,"Blocked Sidewalk","Vegetation blocks sidewalk between the houses","Planning and Transportation","812-816 South Lincoln Street",Bloomington,IN,,39.15668106079102,-86.53137969970703
160203,"2017-07-20 21:21:10","2019-01-10 08:51:31","2017-10-10 11:40:45",closed,Other,"Blocked Sidewalk","Vegetation blocks sidewalk just south of alley",,"618 S Lincoln ST",Bloomington,IN,47401,39.15871047973633,-86.53138732910156
160212,"2017-07-22 09:19:23","2017-11-08 15:35:51","2017-11-08 15:35:51",closed,Other,"Blocked Sidewalk","Between Grimes and Driscoll on Lincoln","Planning and Transportation","1208 S Lincoln ST",Bloomington,IN,47401,39.15294265747070,-86.53137969970703
160220,"2017-07-23 21:12:28","2017-07-27 15:56:16","2017-07-27 15:56:16",closed,Other,"Blocked Sidewalk","They have a large trampoline in their front yard that is on the public sidewalk.","Planning and Transportation","904 S Larkspur LN",Bloomington,IN,47403,39.15675735473633,-86.54766082763672
160563,"2017-08-09 15:10:35","2017-08-23 11:18:30",,open,Other,"Blocked Sidewalk","Sidewalk is pretty much completely blocked by vegetation.  Students use that sidewalk to reach the bus stops and are forced to walk in the street.","Planning and Transportation","3538 S Wellington DR",Bloomington,IN,47401,39.13082122802734,-86.52515411376953
160569,"2017-08-10 09:30:00","2018-07-31 10:54:42","2018-07-31 10:54:42",closed,Other,"Blocked Sidewalk","this is often an issue in front of my office, with the road newly paved could you consider wheel stops to keep pedestrians right of way unblocked? thank you","Street Department","501 N College AVE",Bloomington,IN,47404,39.17060470581055,-86.53501129150390
160570,"2017-08-10 10:02:11","2017-08-23 11:13:41",,open,Other,"Blocked Sidewalk","818 e. First St, weeds obstructing sidewalk on first and Woodlawn","Planning and Transportation",,Bloomington,IN,,39.15924453735352,-86.52277374267578
160728,"2017-08-20 10:29:08","2018-02-08 10:56:41","2018-02-08 10:56:40",closed,Other,"Blocked Sidewalk","Over grown bushes","Planning and Transportation","1246 S Fenbrook LN",Bloomington,IN,47401,39.15339279174805,-86.48465728759766
160806,"2017-08-22 14:38:53","2017-08-31 14:36:30","2017-08-31 14:36:30",closed,Other,"Blocked Sidewalk","car blocks sidewalk","Parking Enforcement",,Bloomington,IN,,39.16213226318359,-86.51668548583984
160807,"2017-08-22 14:43:37","2017-10-11 10:41:02","2017-10-11 10:41:02",closed,Other,"Blocked Sidewalk","sidewalk block and part removed... been like this for months...","Planning and Transportation",,Bloomington,IN,,39.16151809692383,-86.51832580566406
160810,"2017-08-22 15:11:28","2017-09-05 12:01:42","2017-09-05 12:01:42",closed,Other,"Blocked Sidewalk","There is a PODS storage container that has been placed across the sidewalk at 310 N Lincoln St.","Planning and Transportation",,Bloomington,IN,,,
161100,"2017-09-11 13:06:52","2017-11-08 13:21:14","2017-11-08 13:21:14",closed,Other,"Blocked Sidewalk","There is an obstruction on College Ave. just before 3rd St. Does this obstruction still serve a purpose or could it be removed to make turning on that corner more safe?","Planning and Transportation","228-256 West 3rd Street",Bloomington,IN,,39.16472244262695,-86.53478240966797
161101,"2017-09-11 14:34:16","2017-09-11 14:35:32",,open,Other,"Blocked Sidewalk","A large portion of the sidewalk along the east side of High Street between Moore's Pike and Arden Place is overgrown. There are a couple spots that have poison ivy growing onto the walkway. Is the city responsible for clearing this? Can it please be maintained?","Planning and Transportation","1685-1799 South High Street",Bloomington,IN,,39.14894485473633,-86.50824737548828
161161,"2017-09-14 12:13:42","2017-09-15 12:16:44","2017-09-15 12:16:44",closed,Other,"Blocked Sidewalk","Sidewalk in front of 1700 E Camby Lane and to the west side of the property both blocked by tree branches / bushes overgrown.","Planning and Transportation","1700 E Camby LN",Bloomington,IN,47401,39.13544845581055,-86.51182556152344
161163,"2017-09-14 15:29:17","2017-11-08 15:43:54","2017-11-08 15:43:54",closed,Other,"Blocked Sidewalk","cars parked in lawn blocking sidewalk","Planning and Transportation","912 S Larkspur LN",Bloomington,IN,47403,39.15649414062500,-86.54788970947266
161165,"2017-09-14 17:32:48","2017-09-22 09:10:06","2017-09-22 09:10:06",closed,Other,"Blocked Sidewalk","1919 Southdowns is the home that has let the vegetation overgrow the public sidewalk, so that we have to walk on his neighbor's lawn : this sidewalk has lots of foot & bicycle traffic from schoolchildren + adult commuters.  Bushes need to be cut back very hard -- not just trimmed a little.  This is an on-going problem & homeowner does NOT trim.  Please help!","Planning and Transportation","1925-1929 East Southdowns Drive",Bloomington,IN,,39.15587234497070,-86.51047515869140
161169,"2017-09-15 10:16:14","2017-09-15 12:15:51","2017-09-15 12:15:51",closed,Other,"Blocked Sidewalk","Sidewalk in front of 1700 E Camby Ln blocked by low-hanging tree branches.","Planning and Transportation","1700-1706 East Camby Lane",Bloomington,IN,,39.13547897338867,-86.51176452636719
161187,"2017-09-18 09:57:56","2017-09-18 11:11:06","2017-09-18 11:11:06",closed,Other,"Blocked Sidewalk","The sidewalk fronting this property is blocked by low-hanging branches.","Planning and Transportation","1700 E Camby LN",Bloomington,IN,47401,39.13539505004883,-86.51184844970703
161228,"2017-09-19 11:20:58","2017-09-19 11:28:49","2017-09-19 11:28:49",closed,Other,"Blocked Sidewalk","There are tree branches hanging down onto the sidewalk in front of this address. Also the bushes around the side of the house are growing out over the sidewalk there as well.","Planning and Transportation","1700 E Camby LN",Bloomington,IN,47401,39.13542175292969,-86.51184844970703
161247,"2017-09-20 11:26:12","2017-09-20 12:20:00","2017-09-20 12:20:00",closed,Other,"Blocked Sidewalk","Tree branches overhanging sidewalk in front of house. Bushes growing out across sidewalk on side of house.","Planning and Transportation","1700 E Camby LN",Bloomington,IN,47401,39.13543319702148,-86.51186370849610
161260,"2017-09-21 09:42:22","2017-09-21 09:44:26","2017-09-21 09:44:26",closed,Other,"Blocked Sidewalk","Sidewalks blocked on front and side of 1700 E Camby by overgrown branches.","Planning and Transportation","1700 E Camby LN",Bloomington,IN,47401,39.13541412353516,-86.51185607910156
161275,"2017-09-22 12:32:23","2017-09-22 12:55:14","2017-09-22 12:55:14",closed,Other,"Blocked Sidewalk","Sidewalk blocked by branches.","Planning and Transportation","1700 E Camby LN",Bloomington,IN,47401,39.13544845581055,-86.51186370849610
